EmpID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,AgeGroup,SalarySlab
RM974,35,No,Travel_Rarely,Research & Development,1,Medical,4,Female,Laboratory Technician,4,Married,5363,10846,0,No,12,3,2,10,0,3,9,7,0,26-35,5k-10k
RM233,59,No,Travel_Rarely,Human Resources,6,Medical,2,Male,Human Resources,3,Married,2267,25657,8,No,17,3,4,7,2,2,2,2,2,55+,Upto 5k
RM847,35,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,Manufacturing Director,2,Divorced,10274,19588,2,No,18,3,2,15,2,4,7,7,6,26-35,10k-15k
RM1151,35,No,Travel_Rarely,Research & Development,18,Life Sciences,2,Male,Research Scientist,1,Married,5208,26312,1,No,11,3,4,16,2,3,16,15,1,26-35,5k-10k
RM393,54,No,Travel_Rarely,Research & Development,5,Medical,1,Male,Research Director,1,Married,19406,8509,4,No,11,3,3,24,4,2,4,2,1,46-55,15k+
RM660,28,No,Travel_Rarely,Sales,5,Medical,1,Male,Sales Executive,4,Single,4908,24252,1,No,14,3,2,4,3,3,4,2,0,26-35,Upto 5k
RM1331,43,No,Travel_Rarely,Research & Development,6,Medical,1,Female,Manager,3,Married,19392,22539,7,No,13,3,4,21,2,3,16,12,6,36-45,15k+
RM477,24,No,Travel_Rarely,Research & Development,17,Other,4,Male,Laboratory Technician,2,Married,2127,9100,1,No,21,4,4,1,2,3,1,0,0,18-25,Upto 5k
RM1102,32,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Female,Research Scientist,2,Married,5878,15624,3,No,12,3,1,12,2,3,7,1,2,26-35,5k-10k
RM530,38,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,Healthcare Representative,4,Single,7625,19383,0,No,13,3,3,10,4,2,9,7,1,36-45,5k-10k
RM716,33,No,Travel_Frequently,Research & Development,1,Other,3,Female,Healthcare Representative,2,Married,5488,20161,1,Yes,13,3,1,6,2,3,6,5,1,26-35,5k-10k
RM793,33,Yes,Travel_Frequently,Research & Development,29,Medical,1,Female,Research Scientist,3,Single,4508,3129,1,No,22,4,2,14,4,3,13,7,3,26-35,Upto 5k
RM102,32,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Research Scientist,1,Single,2956,15178,1,No,13,3,4,1,2,3,1,0,0,26-35,Upto 5k
RM451,31,No,Travel_Rarely,Sales,2,Life Sciences,2,Male,Sales Executive,4,Single,6582,8346,4,Yes,13,3,3,10,2,4,6,5,0,26-35,5k-10k
RM1056,34,No,Travel_Frequently,Research & Development,15,Medical,2,Male,Research Director,1,Divorced,17007,11929,7,No,14,3,4,16,3,2,14,8,6,26-35,15k+
RM614,34,No,Travel_Rarely,Human Resources,3,Human Resources,3,Male,Human Resources,4,Married,3737,2243,0,No,19,3,3,4,1,1,3,2,0,26-35,Upto 5k
RM212,30,No,Non_Travel,Research & Development,1,Life Sciences,3,Male,Manufacturing Director,3,Single,8474,20925,1,No,22,4,3,12,2,3,11,8,5,26-35,5k-10k
RM577,27,No,Travel_Frequently,Sales,8,Marketing,3,Male,Sales Executive,4,Married,4342,24008,0,No,19,3,2,5,3,3,4,2,1,26-35,Upto 5k
RM1062,24,No,Non_Travel,Sales,13,Life Sciences,4,Female,Sales Representative,2,Married,2033,7103,1,No,13,3,3,1,2,3,1,0,0,18-25,Upto 5k
RM553,56,No,Travel_Rarely,Research & Development,9,Medical,3,Male,Healthcare Representative,4,Married,11103,20420,7,No,11,3,3,30,1,2,10,7,1,55+,10k-15k
RM247,33,No,Travel_Rarely,Research & Development,5,Life Sciences,3,Female,Research Scientist,4,Married,2911,14776,1,No,13,3,3,2,2,2,2,2,0,26-35,Upto 5k
RM259,51,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,Research Scientist,4,Married,2723,23231,1,No,11,3,2,1,0,2,1,0,0,46-55,Upto 5k
RM1262,38,No,Travel_Rarely,Research & Development,18,Medical,2,Male,Healthcare Representative,4,Married,5811,24539,3,Yes,16,3,3,15,2,3,1,0,1,36-45,5k-10k
RM1336,39,No,Travel_Rarely,Research & Development,19,Other,4,Male,Research Scientist,4,Divorced,3902,5141,8,No,14,3,2,7,2,3,2,2,2,36-45,Upto 5k
RM066,55,No,Travel_Rarely,Research & Development,8,Medical,4,Female,Manager,3,Married,14756,19730,2,Yes,14,3,3,21,2,3,5,0,0,46-55,10k-15k
RM1337,55,No,Travel_Rarely,Research & Development,2,Technical Degree,2,Male,Research Scientist,4,Married,2662,7975,8,No,20,4,2,19,2,4,5,2,0,46-55,Upto 5k
RM717,41,No,Travel_Frequently,Research & Development,9,Medical,1,Male,Research Director,3,Divorced,19419,3735,2,No,17,3,2,21,2,4,18,16,0,36-45,15k+
RM126,26,No,Travel_Rarely,Research & Development,6,Other,3,Female,Research Scientist,2,Married,2368,23300,1,No,19,3,3,5,3,2,5,4,4,26-35,Upto 5k
RM359,36,No,Non_Travel,Sales,1,Medical,4,Female,Sales Executive,4,Single,6653,15276,4,No,15,3,2,7,6,3,1,0,0,36-45,5k-10k
RM939,58,No,Travel_Rarely,Research & Development,23,Life Sciences,1,Male,Research Scientist,3,Married,2372,26076,1,No,12,3,4,2,3,3,2,2,2,55+,Upto 5k
RM1286,46,No,Non_Travel,Sales,26,Life Sciences,2,Male,Sales Executive,2,Single,7991,25166,8,No,15,3,3,6,3,3,2,2,2,46-55,5k-10k
RM308,38,No,Travel_Rarely,Research & Development,25,Life Sciences,1,Female,Research Director,2,Married,12061,26707,3,No,17,3,3,19,2,3,10,8,0,36-45,10k-15k
RM039,36,No,Travel_Rarely,Research & Development,5,Life Sciences,2,Female,Research Scientist,1,Married,3419,13072,9,Yes,14,3,4,6,3,4,1,1,0,36-45,Upto 5k
RM081,30,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Laboratory Technician,4,Married,5126,15998,1,Yes,12,3,3,10,1,2,10,8,3,26-35,5k-10k
RM845,30,No,Travel_Rarely,Sales,10,Marketing,3,Male,Sales Executive,3,Married,6578,2706,1,No,18,3,1,10,3,3,10,3,1,26-35,5k-10k
RM057,35,No,Travel_Frequently,Sales,18,Life Sciences,2,Male,Sales Executive,1,Married,9069,11031,1,No,22,4,4,9,3,2,9,8,1,26-35,5k-10k
RM727,31,No,Travel_Frequently,Research & Development,1,Life Sciences,3,Female,Manufacturing Director,1,Married,4148,11275,1,No,12,3,3,4,1,3,4,3,0,26-35,Upto 5k
RM875,30,No,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,Laboratory Technician,3,Divorced,3491,11309,1,No,13,3,1,10,4,2,10,7,8,26-35,Upto 5k
RM234,50,No,Travel_Rarely,Sales,1,Medical,4,Female,Manager,4,Married,19517,24118,3,No,11,3,3,32,3,2,7,0,0,46-55,15k+
RM970,48,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,Manufacturing Director,4,Single,7898,18706,1,No,11,3,3,11,2,3,10,9,0,46-55,5k-10k
RM1264,42,No,Travel_Rarely,Research & Development,12,Medical,2,Male,Laboratory Technician,2,Divorced,2766,8952,8,No,22,4,2,7,6,2,5,3,0,36-45,Upto 5k
RM1014,30,No,Travel_Rarely,Sales,7,Marketing,4,Female,Sales Executive,1,Divorced,4779,12761,7,No,14,3,2,8,3,3,3,2,0,26-35,Upto 5k
RM148,41,No,Travel_Frequently,Research & Development,10,Life Sciences,4,Male,Manager,1,Divorced,17181,12888,4,No,13,3,2,21,2,2,7,6,7,36-45,15k+
RM789,28,No,Travel_Rarely,Research & Development,10,Other,3,Female,Research Scientist,3,Single,3660,7909,3,No,13,3,4,10,4,4,8,7,1,26-35,Upto 5k
RM601,32,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,Manufacturing Director,3,Married,6162,19124,1,No,12,3,3,14,3,3,14,13,6,26-35,5k-10k
RM851,32,No,Non_Travel,Sales,2,Life Sciences,3,Female,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,1,3,3,1,0,0,26-35,Upto 5k
RM1042,28,No,Travel_Rarely,Sales,5,Medical,4,Male,Sales Executive,1,Single,8463,23490,0,No,18,3,4,6,4,3,5,4,1,26-35,5k-10k
RM1373,39,No,Travel_Rarely,Research & Development,9,Medical,1,Male,Manufacturing Director,1,Married,5151,12315,1,No,25,4,4,10,3,3,10,0,7,36-45,5k-10k
RM1283,33,No,Travel_Rarely,Research & Development,8,Life Sciences,4,Male,Research Scientist,1,Married,3143,6076,6,No,19,3,2,14,1,3,10,8,7,26-35,Upto 5k
RM684,25,Yes,Travel_Rarely,Sales,19,Marketing,3,Male,Sales Representative,2,Married,2413,18798,1,Yes,18,3,3,1,2,3,1,0,0,18-25,Upto 5k
RM647,53,No,Travel_Rarely,Sales,8,Marketing,1,Male,Sales Executive,4,Married,11836,22789,5,No,14,3,3,28,3,3,2,0,2,46-55,10k-15k
RM037,50,Yes,Travel_Rarely,Sales,3,Marketing,1,Male,Sales Representative,3,Married,2683,3810,1,Yes,14,3,3,3,2,3,3,2,0,46-55,Upto 5k
RM103,20,Yes,Travel_Frequently,Research & Development,6,Life Sciences,4,Female,Laboratory Technician,4,Single,2926,19783,1,Yes,18,3,2,1,5,3,1,0,1,18-25,Upto 5k
RM832,31,Yes,Travel_Frequently,Research & Development,15,Medical,3,Male,Laboratory Technician,3,Married,2610,6233,1,No,12,3,3,2,5,2,2,2,2,26-35,Upto 5k
RM1453,50,Yes,Travel_Frequently,Sales,1,Life Sciences,2,Male,Sales Executive,3,Married,6728,14255,7,No,12,3,4,12,3,3,6,3,0,46-55,5k-10k
RM203,34,No,Travel_Frequently,Research & Development,10,Medical,4,Male,Research Scientist,3,Divorced,3815,5972,1,Yes,17,3,4,5,4,4,5,3,2,26-35,Upto 5k
RM932,30,No,Non_Travel,Research & Development,9,Medical,3,Female,Manufacturing Director,3,Single,4695,12858,7,Yes,18,3,3,10,3,3,8,4,1,26-35,Upto 5k
RM1187,35,Yes,Travel_Frequently,Sales,12,Other,4,Male,Sales Executive,4,Single,4581,10414,3,Yes,24,4,1,13,2,4,11,9,6,26-35,Upto 5k
RM654,50,No,Non_Travel,Research & Development,2,Life Sciences,1,Male,Manager,1,Married,17924,4544,1,No,11,3,4,31,3,3,31,6,14,46-55,15k+
RM705,35,No,Travel_Rarely,Sales,3,Life Sciences,4,Male,Sales Executive,4,Divorced,7823,6812,6,No,13,3,2,12,2,3,10,9,0,26-35,5k-10k
RM966,25,No,Travel_Rarely,Research & Development,19,Medical,4,Male,Laboratory Technician,4,Married,3669,9075,3,No,11,3,3,7,6,2,3,2,1,18-25,Upto 5k
RM564,25,No,Travel_Rarely,Sales,26,Medical,3,Female,Sales Executive,4,Single,6180,22807,1,No,23,4,2,6,5,2,6,5,1,18-25,5k-10k
RM1157,40,No,Travel_Rarely,Research & Development,15,Life Sciences,1,Female,Manufacturing Director,3,Married,10435,25800,1,No,13,3,4,18,2,3,18,15,14,36-45,10k-15k
RM1122,36,No,Travel_Rarely,Sales,1,Life Sciences,2,Female,Sales Executive,3,Single,6815,21447,6,No,13,3,1,15,5,3,1,0,0,36-45,5k-10k
RM1466,36,No,Travel_Frequently,Research & Development,23,Medical,3,Male,Laboratory Technician,4,Married,2571,12290,4,No,17,3,3,17,3,3,5,2,0,36-45,Upto 5k
RM1466,36,No,Travel_Frequently,Research & Development,23,Medical,3,Male,Laboratory Technician,4,Married,2571,12290,4,No,17,3,3,17,3,3,5,2,0,36-45,Upto 5k
RM753,36,Yes,Travel_Rarely,Research & Development,16,Life Sciences,3,Female,Laboratory Technician,1,Single,2743,8269,1,No,16,3,3,18,1,3,17,13,15,36-45,Upto 5k
RM517,23,No,Travel_Rarely,Research & Development,4,Medical,1,Male,Research Scientist,1,Married,2819,8544,2,No,16,3,1,5,3,4,3,2,0,18-25,Upto 5k
RM615,26,Yes,Travel_Frequently,Research & Development,5,Medical,3,Female,Research Scientist,3,Married,2366,20898,1,Yes,14,3,1,8,2,3,8,7,1,26-35,Upto 5k
RM1108,38,No,Travel_Frequently,Human Resources,10,Human Resources,3,Male,Human Resources,3,Married,6077,14814,3,No,11,3,3,10,2,3,6,3,1,36-45,5k-10k
RM295,37,No,Travel_Frequently,Research & Development,9,Medical,2,Male,Research Scientist,4,Married,2326,11411,1,Yes,12,3,3,4,3,2,4,2,1,36-45,Upto 5k
RM628,52,No,Travel_Frequently,Research & Development,25,Medical,3,Female,Manufacturing Director,4,Married,13826,19028,3,No,22,4,3,31,3,3,9,8,0,46-55,10k-15k
RM038,35,No,Travel_Rarely,Sales,2,Marketing,4,Female,Sales Representative,4,Married,2014,9687,1,No,13,3,1,2,3,3,2,2,2,26-35,Upto 5k
RM599,28,Yes,Travel_Rarely,Research & Development,2,Medical,3,Male,Research Scientist,3,Single,4382,16374,6,No,17,3,4,5,3,2,2,2,2,26-35,Upto 5k
RM398,25,No,Travel_Rarely,Sales,4,Life Sciences,2,Female,Sales Executive,4,Single,4487,12090,1,Yes,11,3,2,5,3,3,5,4,1,18-25,Upto 5k
RM1183,36,No,Non_Travel,Research & Development,1,Medical,4,Female,Manufacturing Director,3,Married,4374,15411,0,No,15,3,3,4,6,3,3,2,1,36-45,Upto 5k
RM192,27,No,Travel_Rarely,Research & Development,9,Medical,4,Female,Research Scientist,2,Single,2279,11781,1,No,16,3,4,7,2,2,7,7,0,26-35,Upto 5k
RM034,39,Yes,Travel_Rarely,Sales,5,Technical Degree,4,Male,Sales Representative,4,Married,2086,3335,3,No,14,3,3,19,6,4,1,0,0,36-45,Upto 5k
RM794,28,No,Travel_Rarely,Research & Development,15,Life Sciences,1,Male,Laboratory Technician,3,Divorced,2207,22482,1,No,16,3,4,4,5,2,4,2,2,26-35,Upto 5k
RM363,21,No,Non_Travel,Sales,9,Medical,1,Male,Sales Representative,4,Single,2610,2851,1,No,24,4,3,3,3,2,3,2,2,18-25,Upto 5k
RM216,41,No,Travel_Rarely,Sales,6,Life Sciences,4,Female,Manager,4,Single,13591,14674,3,Yes,18,3,3,16,3,3,1,0,0,36-45,10k-15k
RM1046,40,No,Travel_Rarely,Research & Development,2,Medical,3,Male,Research Scientist,3,Divorced,2345,8045,2,No,14,3,3,8,3,4,3,1,1,36-45,Upto 5k
RM230,29,Yes,Travel_Rarely,Research & Development,18,Medical,3,Male,Research Scientist,4,Single,2389,14961,1,Yes,13,3,3,4,3,2,4,3,0,26-35,Upto 5k
RM1246,24,No,Travel_Frequently,Human Resources,10,Medical,1,Male,Human Resources,4,Married,2145,2097,0,No,14,3,4,3,2,3,2,2,2,18-25,Upto 5k
RM1097,40,No,Travel_Rarely,Human Resources,6,Medical,3,Male,Manager,4,Single,16437,17381,1,Yes,21,4,4,21,2,3,21,7,7,36-45,15k+
RM846,40,No,Travel_Frequently,Research & Development,26,Medical,3,Female,Research Scientist,4,Married,4422,21203,3,Yes,13,3,4,16,3,1,1,1,0,36-45,Upto 5k
RM706,39,No,Travel_Rarely,Sales,2,Life Sciences,1,Male,Sales Executive,3,Single,7880,2560,0,No,18,3,4,9,3,3,8,7,0,36-45,5k-10k
RM1113,38,Yes,Travel_Rarely,Research & Development,2,Medical,3,Male,Manufacturing Director,2,Married,4855,7653,4,No,11,3,1,7,2,3,5,2,1,36-45,Upto 5k
RM204,40,No,Travel_Rarely,Research & Development,19,Medical,3,Male,Laboratory Technician,4,Married,2741,16523,8,Yes,15,3,3,15,2,4,7,2,3,36-45,Upto 5k
RM402,56,No,Travel_Frequently,Sales,6,Life Sciences,3,Female,Sales Executive,1,Married,13212,18256,9,No,11,3,4,36,0,2,7,7,7,55+,10k-15k
RM865,41,Yes,Non_Travel,Research & Development,5,Life Sciences,1,Male,Research Scientist,1,Divorced,2107,20293,6,No,17,3,1,5,2,1,1,0,0,36-45,Upto 5k
RM307,32,No,Travel_Rarely,Sales,7,Life Sciences,4,Male,Sales Executive,3,Married,5484,16985,1,No,14,3,3,13,3,2,13,8,4,26-35,5k-10k
RM712,29,Yes,Travel_Rarely,Research & Development,10,Life Sciences,4,Female,Research Scientist,1,Single,2404,11479,6,Yes,20,4,3,3,5,3,0,0,0,26-35,Upto 5k
RM1413,30,No,Travel_Rarely,Research & Development,1,Medical,4,Male,Laboratory Technician,2,Married,3748,4077,1,No,13,3,3,12,6,2,12,8,1,26-35,Upto 5k
RM512,36,No,Travel_Rarely,Research & Development,9,Medical,2,Male,Manufacturing Director,2,Divorced,8847,13934,2,Yes,11,3,3,13,2,3,3,2,0,36-45,5k-10k
RM254,42,No,Travel_Rarely,Research & Development,17,Life Sciences,4,Female,Research Scientist,1,Single,6545,23016,3,Yes,13,3,3,10,1,3,3,2,0,36-45,5k-10k
RM874,36,No,Travel_Rarely,Research & Development,6,Life Sciences,3,Male,Laboratory Technician,3,Divorced,2741,6865,1,No,14,3,3,7,4,3,7,7,1,36-45,Upto 5k
RM1219,41,No,Travel_Rarely,Sales,6,Marketing,4,Male,Sales Executive,3,Single,9241,15869,1,No,12,3,2,10,3,3,10,8,8,36-45,5k-10k
RM287,44,Yes,Travel_Frequently,Research & Development,24,Life Sciences,4,Male,Laboratory Technician,3,Divorced,3161,19920,3,Yes,22,4,4,19,0,1,1,0,0,36-45,Upto 5k
RM899,43,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,Research Director,4,Married,19740,18625,3,No,14,3,2,25,2,3,8,7,0,36-45,15k+
RM1298,26,Yes,Travel_Rarely,Human Resources,20,Medical,4,Female,Human Resources,2,Married,2148,6889,0,Yes,11,3,3,6,3,3,5,1,1,26-35,Upto 5k
RM1215,44,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,Healthcare Representative,4,Married,7879,14810,1,Yes,19,3,2,9,2,3,8,7,6,36-45,5k-10k
RM365,37,No,Travel_Rarely,Research & Development,10,Medical,3,Female,Laboratory Technician,1,Married,3452,17663,6,No,20,4,2,17,3,3,5,4,0,36-45,Upto 5k
RM582,30,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Laboratory Technician,3,Married,3833,24375,3,No,21,4,3,7,2,3,2,2,0,26-35,Upto 5k
RM770,26,No,Travel_Frequently,Research & Development,1,Medical,1,Female,Research Scientist,3,Divorced,2007,25265,1,No,13,3,3,5,5,3,5,3,1,26-35,Upto 5k
RM119,36,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,Laboratory Technician,4,Divorced,2835,2561,5,No,22,4,1,7,2,3,1,0,0,36-45,Upto 5k
RM456,33,No,Travel_Rarely,Research & Development,1,Medical,1,Female,Research Director,3,Divorced,16184,22578,4,No,19,3,3,10,2,3,6,1,0,26-35,15k+
RM031,33,No,Travel_Rarely,Research & Development,2,Medical,3,Male,Laboratory Technician,4,Single,2496,6670,4,No,11,3,4,7,3,3,1,1,0,26-35,Upto 5k
RM198,42,No,Non_Travel,Research & Development,21,Medical,3,Female,Manufacturing Director,3,Divorced,5265,16439,2,No,16,3,2,11,5,3,5,3,0,36-45,5k-10k
RM333,54,No,Travel_Frequently,Research & Development,20,Life Sciences,4,Female,Research Scientist,3,Single,4869,16885,3,No,12,3,4,20,4,2,4,3,0,46-55,Upto 5k
RM622,36,No,Travel_Rarely,Sales,1,Life Sciences,2,Male,Sales Executive,4,Married,6201,2823,1,Yes,14,3,4,18,1,2,18,14,4,36-45,5k-10k
RM528,32,No,Travel_Rarely,Sales,10,Marketing,4,Male,Sales Executive,4,Single,5396,21703,1,No,12,3,4,10,2,2,10,7,0,26-35,5k-10k
RM626,45,No,Travel_Rarely,Sales,9,Marketing,4,Male,Sales Executive,1,Divorced,10761,19239,4,Yes,12,3,3,18,2,3,5,4,0,36-45,10k-15k
RM996,43,No,Travel_Rarely,Research & Development,6,Medical,1,Female,Research Scientist,3,Single,4081,20003,1,Yes,14,3,1,20,3,1,20,7,1,36-45,Upto 5k
RM1449,41,No,Travel_Rarely,Sales,3,Life Sciences,3,Male,Sales Executive,2,Divorced,8938,12227,2,No,11,3,3,14,5,3,5,4,0,36-45,5k-10k
RM186,33,No,Travel_Rarely,Research & Development,14,Medical,4,Female,Research Scientist,2,Married,2756,4673,1,No,13,3,4,8,5,3,8,7,1,26-35,Upto 5k
RM598,42,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Manufacturing Director,4,Married,6062,4051,9,Yes,13,3,4,8,4,3,4,3,0,36-45,5k-10k
RM548,42,Yes,Travel_Frequently,Research & Development,19,Medical,3,Male,Research Scientist,3,Divorced,2759,20366,6,Yes,12,3,4,7,2,3,2,2,2,36-45,Upto 5k
RM605,42,No,Travel_Rarely,Research & Development,29,Life Sciences,2,Male,Manufacturing Director,2,Married,4434,11806,1,No,13,3,4,10,3,2,9,8,7,36-45,Upto 5k
RM149,41,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,Laboratory Technician,1,Married,2238,6961,2,No,21,4,4,7,2,3,5,0,1,36-45,Upto 5k
RM356,26,No,Travel_Rarely,Sales,1,Life Sciences,3,Male,Sales Executive,3,Married,5296,20156,1,No,17,3,2,8,3,3,8,7,7,26-35,5k-10k
RM954,44,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,Laboratory Technician,1,Married,2362,14669,4,No,12,3,3,10,4,4,3,2,1,36-45,Upto 5k
RM1385,34,No,Travel_Rarely,Sales,1,Marketing,1,Male,Sales Executive,4,Single,9888,6770,1,No,21,4,1,14,3,2,14,8,2,26-35,5k-10k
RM688,36,No,Travel_Rarely,Research & Development,2,Medical,3,Male,Laboratory Technician,3,Single,2519,12287,4,No,21,4,3,16,6,3,11,8,3,36-45,Upto 5k
RM722,50,No,Travel_Rarely,Research & Development,24,Life Sciences,4,Male,Manufacturing Director,3,Married,13973,4161,3,Yes,18,3,4,22,2,3,12,11,1,46-55,10k-15k
RM1276,51,No,Travel_Rarely,Research & Development,3,Technical Degree,1,Female,Manager,3,Married,13116,22984,2,No,11,3,4,15,2,3,2,2,2,46-55,10k-15k
RM860,29,No,Travel_Rarely,Research & Development,15,Life Sciences,2,Female,Research Scientist,4,Married,2168,26933,0,Yes,18,3,1,6,2,2,5,4,1,26-35,Upto 5k
RM959,34,No,Travel_Rarely,Research & Development,9,Life Sciences,4,Male,Healthcare Representative,4,Divorced,8500,5494,0,No,11,3,4,10,0,2,9,7,1,26-35,5k-10k
RM229,35,No,Travel_Frequently,Sales,1,Marketing,3,Female,Sales Executive,3,Single,8789,9096,1,No,14,3,1,10,3,4,10,7,0,26-35,5k-10k
RM080,46,No,Travel_Rarely,Human Resources,5,Medical,2,Male,Human Resources,2,Divorced,5021,10425,8,Yes,22,4,4,16,2,3,4,2,0,46-55,5k-10k
RM754,39,No,Travel_Frequently,Research & Development,22,Medical,4,Female,Manufacturing Director,1,Single,10880,5083,1,Yes,13,3,3,21,2,3,21,6,2,36-45,10k-15k
RM1339,30,Yes,Travel_Rarely,Sales,9,Medical,2,Male,Sales Representative,4,Single,1081,16019,1,No,13,3,3,1,3,2,1,0,0,26-35,Upto 5k
RM603,30,No,Travel_Rarely,Research & Development,2,Medical,3,Female,Manufacturing Director,4,Single,6877,20234,5,Yes,24,4,2,12,4,2,0,0,0,26-35,5k-10k
RM1004,25,No,Travel_Rarely,Research & Development,1,Technical Degree,1,Male,Laboratory Technician,4,Married,3229,4910,4,No,11,3,2,7,2,2,3,2,0,18-25,Upto 5k
RM1093,45,No,Travel_Rarely,Research & Development,28,Technical Degree,4,Male,Research Scientist,4,Married,2132,4585,4,No,20,4,4,8,3,3,5,4,0,36-45,Upto 5k
RM612,35,No,Travel_Rarely,Research & Development,7,Other,3,Male,Manufacturing Director,3,Single,10221,18869,3,No,21,4,2,17,3,4,8,5,1,26-35,10k-15k
RM810,28,No,Travel_Rarely,Research & Development,3,Medical,4,Female,Manufacturing Director,2,Divorced,7655,8039,0,No,17,3,2,10,3,2,9,7,1,26-35,5k-10k
RM294,26,Yes,Travel_Rarely,Sales,4,Marketing,4,Male,Sales Executive,4,Single,5828,8450,1,Yes,12,3,2,8,0,3,8,7,7,26-35,5k-10k
RM1261,32,No,Non_Travel,Research & Development,5,Technical Degree,2,Male,Research Scientist,2,Single,2718,17674,2,No,14,3,2,12,3,3,7,7,0,26-35,Upto 5k
RM565,45,No,Travel_Rarely,Sales,2,Technical Degree,2,Male,Sales Representative,3,Single,6632,12388,0,No,13,3,1,9,3,3,8,7,3,36-45,5k-10k
RM1394,27,No,Travel_Rarely,Sales,9,Marketing,4,Male,Sales Executive,4,Single,4105,5099,1,No,14,3,1,7,5,3,7,7,0,26-35,Upto 5k
RM720,47,No,Travel_Rarely,Sales,4,Life Sciences,4,Female,Sales Executive,4,Single,4163,8571,1,Yes,17,3,3,9,0,3,9,0,0,46-55,Upto 5k
RM469,52,No,Travel_Rarely,Research & Development,6,Technical Degree,4,Male,Research Scientist,1,Married,5577,22087,3,Yes,12,3,2,18,3,3,10,9,6,46-55,5k-10k
RM131,43,No,Travel_Frequently,Research & Development,28,Medical,2,Female,Research Scientist,3,Single,4739,16090,4,No,12,3,4,18,2,3,3,2,1,36-45,Upto 5k
RM802,50,Yes,Travel_Frequently,Sales,1,Other,4,Male,Sales Executive,3,Single,4728,17251,3,Yes,14,3,4,5,4,3,0,0,0,46-55,Upto 5k
RM139,25,No,Travel_Rarely,Sales,28,Life Sciences,1,Male,Sales Executive,3,Married,8639,24835,2,No,18,3,4,6,3,3,2,2,2,18-25,5k-10k
RM488,20,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Research Scientist,2,Single,2836,11757,1,No,13,3,4,1,0,4,1,0,0,18-25,Upto 5k
RM1238,32,Yes,Travel_Rarely,Sales,1,Life Sciences,1,Male,Sales Executive,2,Single,6735,12147,6,No,15,3,2,10,2,3,0,0,0,26-35,5k-10k
RM891,54,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Female,Manufacturing Director,3,Married,10502,9659,7,No,17,3,1,33,2,1,5,4,1,46-55,10k-15k
RM155,32,No,Travel_Frequently,Sales,8,Marketing,2,Female,Sales Executive,4,Single,8998,15589,1,No,14,3,4,9,2,3,9,8,3,26-35,5k-10k
RM1354,34,Yes,Non_Travel,Research & Development,16,Technical Degree,4,Male,Research Scientist,1,Married,2307,14460,1,Yes,23,4,2,5,2,3,5,2,3,26-35,Upto 5k
RM931,51,No,Travel_Frequently,Research & Development,6,Medical,2,Female,Laboratory Technician,3,Single,2838,4257,0,No,14,3,2,8,6,2,7,0,7,46-55,Upto 5k
RM902,48,No,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,Laboratory Technician,2,Single,2559,16620,5,No,11,3,3,7,4,2,1,0,0,46-55,Upto 5k
RM535,53,No,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,Research Director,3,Married,14814,13514,3,No,19,3,3,32,3,3,5,1,1,46-55,10k-15k
RM803,33,No,Travel_Frequently,Sales,7,Life Sciences,4,Female,Sales Executive,2,Married,4302,13401,0,No,17,3,3,4,3,3,3,2,0,26-35,Upto 5k
RM550,34,No,Travel_Rarely,Research & Development,8,Medical,2,Female,Healthcare Representative,3,Single,6142,7360,3,No,11,3,4,10,2,3,5,1,4,26-35,5k-10k
RM1009,54,No,Travel_Rarely,Research & Development,1,Medical,4,Female,Research Director,4,Single,17328,5652,6,No,19,3,4,29,3,2,20,7,12,46-55,15k+
RM1085,34,No,Travel_Rarely,Sales,1,Technical Degree,4,Male,Sales Executive,3,Married,7083,12288,1,Yes,14,3,4,10,3,3,10,9,8,26-35,5k-10k
